1,umibyewin,34E2,6.03,2019/10/30,でら
2,umibyewin,34E2,7.63,2019/04/24,guterham
3,umibyewin,34E2,8.08,2019/04/24,Nordanix
4,umibyewin,34E2,8.38,2019/04/24,らむてが(Ramtieger)
5,umibyewin,34E2,8.88,2019/04/24,Akari Telepath
6,umibyewin,34E2,9.50,2019/04/24,ふぁじい
7,umibyewin,34E2,9.78,2019/04/24,gori.sh
8,umibyewin,34E2,10.21,2019/07/20,ama
9,umibyewin,34E2,10.41,2019/04/24,KawaseFan
10,umibyewin,34E2,10.78,2019/04/24,OEDLEMMY
11,umibyewin,34E2,11.40,2019/04/24,SDL2TLV
12,umibyewin,34E2,11.85,2019/04/24,Wanikun
13,umibyewin,34E2,11.86,2019/07/20,わあい
14,umibyewin,34E2,12.13,2019/04/24,Ico
15,umibyewin,34E2,16.21,2019/07/20,Getter1
16,umibyewin,34E2,16.60,2019/04/24,moog
17,umibyewin,34E2,16.98,2019/04/24,MicroSphere
18,umibyewin,34E2,17.50,2019/04/24,nextlevelman
19,umibyewin,34E2,19.73,2019/04/24,PJ
20,umibyewin,34E2,21.11,2019/04/24,onijirushi
