1,umibyewin,2223,4.98,2019/04/24,guterham
2,umibyewin,2223,5.06,2019/04/24,らむてが(Ramtieger)
3,umibyewin,2223,5.13,2019/04/24,akira
4,umibyewin,2223,5.23,2019/04/24,Nordanix
5,umibyewin,2223,5.26,2019/04/24,ふぁじい
6,umibyewin,2223,5.28,2019/04/24,gori.sh
7,umibyewin,2223,5.31,2019/04/24,cos
8,umibyewin,2223,5.36,2019/04/24,ama
9,umibyewin,2223,5.38,2019/04/24,Akari Telepath
10,umibyewin,2223,5.48,2019/04/24,Sakiko
11,umibyewin,2223,5.71,2019/04/24,Ico
12,umibyewin,2223,5.98,2019/04/24,わあい
13,umibyewin,2223,6.16,2019/04/24,cute_hikkychang
14,umibyewin,2223,6.40,2019/04/24,KawaseFan
15,umibyewin,2223,8.10,2019/04/24,aby_2113[jp]
16,umibyewin,2223,8.16,2019/04/24,hitstun
17,umibyewin,2223,8.40,2019/04/24,Set Inuyama
18,umibyewin,2223,8.46,2019/04/24,justice fist
19,umibyewin,2223,8.53,2019/04/24,[deleted]
20,umibyewin,2223,8.58,2019/04/24,kichijitsu
