1,freshjp,Ch17harami_Ct,35.71,2019/05/20,こびと
2,freshjp,Ch17harami_Ct,37.23,2019/05/20,TKDL
3,freshjp,Ch17harami_Ct,1.14.45,2019/05/10,かいちょう
4,freshjp,Ch17harami_Ct,1.20.05,2019/05/07,&#32;
5,freshjp,Ch17harami_Ct,1.30.78,2019/05/30,かまくら
6,freshjp,Ch17harami_Ct,1.32.60,2019/07/04,ぐんちゃそ
7,freshjp,Ch17harami_Ct,1.34.51,2019/05/07,NECOMATA
8,freshjp,Ch17harami_Ct,1.36.41,2019/06/04,ヒヅキ
9,freshjp,Ch17harami_Ct,1.39.33,2019/05/05,SDL2
10,freshjp,Ch17harami_Ct,1.39.60,2019/05/07,Stephen
11,freshjp,Ch17harami_Ct,1.43.50,2019/06/13,TH
12,freshjp,Ch17harami_Ct,1.44.15,2019/05/12,Drifter
13,freshjp,Ch17harami_Ct,1.46.00,2019/05/13,X
14,freshjp,Ch17harami_Ct,1.51.70,2019/05/10,しきみ
15,freshjp,Ch17harami_Ct,1.54.65,2019/05/05,フォール
16,freshjp,Ch17harami_Ct,1.56.38,2019/06/04,KANDWA
17,freshjp,Ch17harami_Ct,1.56.48,2019/05/05,Ftea
18,freshjp,Ch17harami_Ct,1.59.65,2019/06/01,GUY
19,freshjp,Ch17harami_Ct,2.03.43,2019/06/08,ハダヤン
20,freshjp,Ch17harami_Ct,2.04.71,2019/05/05,いちのみや
