1,freshjp,Ch06dandelion_Ct,17.91,2019/05/08,SDL2
2,freshjp,Ch06dandelion_Ct,19.00,2019/05/08,HAL900
3,freshjp,Ch06dandelion_Ct,24.05,2019/05/13,Drifter
4,freshjp,Ch06dandelion_Ct,29.08,2019/05/05,クスハ
5,freshjp,Ch06dandelion_Ct,30.55,2019/05/05,フォール
6,freshjp,Ch06dandelion_Ct,31.75,2019/05/05,こびと
7,freshjp,Ch06dandelion_Ct,35.48,2019/05/05,えーじ
8,freshjp,Ch06dandelion_Ct,36.35,2019/05/06,NECOMATA
9,freshjp,Ch06dandelion_Ct,36.35,2019/05/10,てとら
10,freshjp,Ch06dandelion_Ct,41.88,2019/05/12,ハヒーベベ
11,freshjp,Ch06dandelion_Ct,42.46,2019/05/05,たくま
12,freshjp,Ch06dandelion_Ct,43.55,2019/05/07,&#32;
13,freshjp,Ch06dandelion_Ct,47.66,2019/05/13,sol-alpha
14,freshjp,Ch06dandelion_Ct,52.18,2019/05/05,みなみぜう
15,freshjp,Ch06dandelion_Ct,52.43,2019/05/05,とまとぴゅーれ
16,freshjp,Ch06dandelion_Ct,56.16,2019/05/12,まもる
17,freshjp,Ch06dandelion_Ct,1.00.03,2019/05/05,naru
18,freshjp,Ch06dandelion_Ct,1.01.36,2019/05/05,こんたん
19,freshjp,Ch06dandelion_Ct,1.13.50,2019/05/05,キング
20,freshjp,Ch06dandelion_Ct,1.17.98,2019/05/05,テンケイ
