1,freshjp,Qc07_Ct,9.80,2019/11/21,フォール
2,freshjp,Qc07_Ct,12.35,2019/09/14,SDL2
3,freshjp,Qc07_Ct,14.86,2019/11/17,パロ・ウル
4,freshjp,Qc07_Ct,18.98,2019/07/26,VespiVidya
5,freshjp,Qc07_Ct,22.18,2019/05/06,つもつも
6,freshjp,Qc07_Ct,23.71,2019/05/31,ワニくん
7,freshjp,Qc07_Ct,24.25,2019/05/04,わあい
8,freshjp,Qc07_Ct,25.11,2019/05/17,HAL900
9,freshjp,Qc07_Ct,25.36,2019/08/20,Lvl_Select
10,freshjp,Qc07_Ct,26.10,2019/08/17,ZZ_Rinrei#
11,freshjp,Qc07_Ct,26.78,2019/10/29,Mr,Trap
12,freshjp,Qc07_Ct,27.18,2019/06/19,がむたろ一
13,freshjp,Qc07_Ct,27.83,2019/07/20,どりる
14,freshjp,Qc07_Ct,28.15,2019/05/04,ヒトかナニか
15,freshjp,Qc07_Ct,29.43,2019/05/06,quad
16,freshjp,Qc07_Ct,32.65,2019/05/04,James NX
17,freshjp,Qc07_Ct,32.90,2019/10/14,おに
18,freshjp,Qc07_Ct,36.20,2019/06/21,(U^ω^)
19,freshjp,Qc07_Ct,36.78,2019/06/06,MANITOU
20,freshjp,Qc07_Ct,36.83,2019/05/22,まもる
