1,freshjp,Ch19shun42_Kw,27.25,2019/10/02,ふぁじい
2,freshjp,Ch19shun42_Kw,31.65,2019/10/02,みきちず
3,freshjp,Ch19shun42_Kw,35.41,2019/10/02,たにえる
4,freshjp,Ch19shun42_Kw,47.71,2019/09/30,TKDL
5,freshjp,Ch19shun42_Kw,57.21,2019/09/30,glifts
6,freshjp,Ch19shun42_Kw,1.16.65,2019/09/30,cos
7,freshjp,Ch19shun42_Kw,1.36.81,2019/10/03,hibaly
8,freshjp,Ch19shun42_Kw,1.38.60,2019/09/30,SDL2
9,freshjp,Ch19shun42_Kw,1.45.51,2019/09/30,パロ・ウル
10,freshjp,Ch19shun42_Kw,1.47.93,2019/10/02,ワニくん
11,freshjp,Ch19shun42_Kw,3.14.85,2019/09/30,わあい
12,freshjp,Ch19shun42_Kw,3.21.76,2019/09/30,gori.sh
13,freshjp,Ch19shun42_Kw,4.15.01,2019/09/30,とおろ
14,freshjp,Ch19shun42_Kw,5.00.55,2019/10/03,フォール
