1,freshjp,Ch08pig_Ct,28.61,2019/05/05,manchofu
2,freshjp,Ch08pig_Ct,28.75,2019/05/05,フォール
3,freshjp,Ch08pig_Ct,30.66,2019/05/05,ディー
4,freshjp,Ch08pig_Ct,32.15,2019/05/05,SSS
5,freshjp,Ch08pig_Ct,33.28,2019/05/10,しきみ
6,freshjp,Ch08pig_Ct,33.91,2019/05/05,A.o_games
7,freshjp,Ch08pig_Ct,34.33,2019/05/08,SDL2
8,freshjp,Ch08pig_Ct,34.45,2019/05/05,こんたん
9,freshjp,Ch08pig_Ct,34.75,2019/05/05,トロヘト
10,freshjp,Ch08pig_Ct,34.88,2019/05/05,みなみぜう
11,freshjp,Ch08pig_Ct,35.53,2019/05/12,つい
12,freshjp,Ch08pig_Ct,36.00,2019/05/05,REDD_MZHS
13,freshjp,Ch08pig_Ct,36.16,2019/05/05,べしべし
14,freshjp,Ch08pig_Ct,41.75,2019/05/07,&#32;
15,freshjp,Ch08pig_Ct,41.76,2019/05/05,ひすい
16,freshjp,Ch08pig_Ct,41.96,2019/05/05,キング
17,freshjp,Ch08pig_Ct,42.33,2019/05/05,アツシ
18,freshjp,Ch08pig_Ct,42.60,2019/05/05,とまとぴゅーれ
19,freshjp,Ch08pig_Ct,42.96,2019/05/05,クスハ
20,freshjp,Ch08pig_Ct,44.83,2019/05/05,テンケイ
