1,freshjp,Qc06_Kw,50.31,2019/07/22,gori.sh
2,freshjp,Qc06_Kw,56.83,2019/07/25,パロ・ウル
3,freshjp,Qc06_Kw,1.03.60,2019/07/02,サムソン・アラン
4,freshjp,Qc06_Kw,1.05.08,2019/06/09,HAL900
5,freshjp,Qc06_Kw,1.06.11,2019/07/22,みっちゃん!
6,freshjp,Qc06_Kw,1.20.21,2019/05/25,まもる
7,freshjp,Qc06_Kw,1.21.88,2019/05/23,ぴす
8,freshjp,Qc06_Kw,1.25.91,2019/05/15,ワニくん
9,freshjp,Qc06_Kw,1.37.60,2019/05/04,コンビニうけとり
10,freshjp,Qc06_Kw,1.46.66,2019/05/05,SDL2
11,freshjp,Qc06_Kw,1.50.51,2019/06/20,TH
12,freshjp,Qc06_Kw,1.51.86,2019/05/04,みなみぜう
13,freshjp,Qc06_Kw,2.04.85,2019/07/22,ndreams
14,freshjp,Qc06_Kw,3.17.65,2019/07/19,いまでぃ
