1,freshjp,Qc04_Kw,52.20,2019/07/04,パロ・ウル
2,freshjp,Qc04_Kw,53.16,2019/07/19,gori.sh
3,freshjp,Qc04_Kw,1.45.46,2019/06/09,HAL900
4,freshjp,Qc04_Kw,1.47.85,2019/07/07,サムソン・アラン
5,freshjp,Qc04_Kw,1.51.96,2019/05/15,てとら
6,freshjp,Qc04_Kw,2.00.41,2019/05/04,ワニくん
7,freshjp,Qc04_Kw,2.13.00,2019/05/20,pball
8,freshjp,Qc04_Kw,2.32.38,2019/05/05,SDL2
9,freshjp,Qc04_Kw,2.36.75,2019/06/18,TH
10,freshjp,Qc04_Kw,2.57.35,2019/05/23,ぴす
11,freshjp,Qc04_Kw,3.19.31,2019/07/19,いまでぃ
12,freshjp,Qc04_Kw,5.07.36,2019/05/25,まもる
13,freshjp,Qc04_Kw,6.11.40,2019/05/04,Meesтея T.
