1,freshjp,Ch15marathon_Ct,26.95,2019/06/08,SDL2
2,freshjp,Ch15marathon_Ct,27.88,2019/05/06,145
3,freshjp,Ch15marathon_Ct,33.20,2019/05/12,フォール
4,freshjp,Ch15marathon_Ct,36.60,2019/05/05,ひすい
5,freshjp,Ch15marathon_Ct,39.55,2019/05/25,まんさく
6,freshjp,Ch15marathon_Ct,39.61,2019/05/10,しきみ
7,freshjp,Ch15marathon_Ct,40.06,2019/05/05,こんたん
8,freshjp,Ch15marathon_Ct,44.43,2019/05/12,X
9,freshjp,Ch15marathon_Ct,46.13,2019/05/23,まもる
10,freshjp,Ch15marathon_Ct,49.55,2019/05/05,えーじ
11,freshjp,Ch15marathon_Ct,50.38,2019/05/05,テンケイ
12,freshjp,Ch15marathon_Ct,52.10,2019/05/07,&#32;
13,freshjp,Ch15marathon_Ct,53.55,2019/05/05,ムラサキ#しんねん
14,freshjp,Ch15marathon_Ct,55.85,2019/05/29,KANDWA
15,freshjp,Ch15marathon_Ct,56.53,2019/05/05,naru
16,freshjp,Ch15marathon_Ct,1.05.50,2019/05/15,Kたろう
17,freshjp,Ch15marathon_Ct,1.06.38,2019/05/12,SSS
18,freshjp,Ch15marathon_Ct,1.06.68,2019/05/23,ハヒーベベ
19,freshjp,Ch15marathon_Ct,1.06.95,2019/06/01,GUY
20,freshjp,Ch15marathon_Ct,1.14.16,2019/05/22,クスハ
